longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,y
-121.98,37.33,30,2645,462,1506,480,6.3716,330.5
-121.98,37.32,17,9789,2552,4748,2206,4.2531,279.8
-121.98,37.31,34,2034,359,1016,375,5.8127,288.3
-121.98,37.31,32,2248,460,1191,419,5.606,288.9
-121.98,37.31,28,3840,629,1883,662,6.4095,335.9
-121.98,37.3,30,3404,693,1794,633,4.6312,283.2
-121.98,37.29,33,2120,349,907,336,7.5443,283
-121.98,37.28,28,3688,633,1877,620,5.7251,272.6
-121.98,37.28,26,1182,309,620,306,3.3922,269.1
-121.98,37.27,29,2658,484,1318,498,5.3561,298.9
-121.98,37.26,27,2331,461,1178,447,4.6654,340.7
-121.98,37.25,19,755,93,267,99,15,500.001
-121.98,37.24,35,3574,485,1325,476,8.5425,500.001
-121.98,37.23,33,3585,935,1511,835,3.1176,396.3
-121.98,37.16,42,2533,433,957,398,5.3468,279.9
-121.98,36.99,14,6787,1454,3416,1357,3.5943,262.4
-121.98,36.98,29,2681,632,1652,620,3.075,215.8
-121.98,36.97,21,3349,737,1952,718,3.7273,251.9
-121.98,36.96,31,3209,723,1489,692,3.6619,245.1
-121.98,36.96,20,3495,818,2186,772,3.1167,258.3
-121.99,39.15,17,6440,1204,3266,1142,2.7137,72
-121.99,38.48,17,1824,348,934,305,4.6719,250
-121.99,38.36,35,2728,451,1290,452,3.2768,117.6
-121.99,38.36,33,146,31,75,31,3.5179,84.4
-121.99,38.34,16,1470,261,748,256,4.0433,132.2
-121.99,38.34,13,3252,610,1915,631,4.2137,151.7
-121.99,38.27,16,4138,758,1762,723,3.1979,137.5
-121.99,38.15,36,263,73,88,42,2.5313,162.5
-121.99,37.98,23,2293,411,969,399,4.4536,184
-121.99,37.97,30,3320,589,1470,543,4.6071,184.1
-121.99,37.96,17,2756,423,1228,426,5.5872,200.6
-121.99,37.96,16,3324,479,1470,461,7.6166,260.4
-121.99,37.82,22,1248,271,579,269,3.375,200
-121.99,37.81,17,465,83,146,75,4.9018,188.5
-121.99,37.77,14,8213,1364,3283,1286,5.1755,294.8
-121.99,37.61,9,3666,711,2341,703,4.6458,217
-121.99,37.58,31,2878,478,1276,485,6.2073,282.5
-121.99,37.56,20,6462,1294,3288,1235,4.3393,231.2
-121.99,37.56,18,5505,1005,2641,971,5,269.7
-121.99,37.55,28,2414,415,1106,453,4.8403,268.6
-121.99,37.55,16,6647,2098,4649,1903,2.9074,213.8
-121.99,37.54,28,3046,507,1772,516,5.3283,227.9
-121.99,37.53,25,5405,939,2831,923,5.0423,222.2
-121.99,37.4,35,1845,325,1343,317,5.3912,235.3
-121.99,37.4,24,3217,689,1196,684,3.4896,226.7
-121.99,37.39,25,3495,834,2484,797,4.8145,230.7
-121.99,37.37,27,1797,538,1610,531,4.2422,237.5
-121.99,37.36,33,2677,644,1469,633,3.2048,261.8
-121.99,37.36,33,2545,467,1287,458,5.5,282.2
-121.99,37.36,33,2321,480,1230,451,4.9091,270.3
-121.99,37.36,32,1754,324,917,330,4.6761,298.3
-121.99,37.35,25,1527,325,707,339,4.375,212.2
-121.99,37.35,16,3249,947,1637,841,4.5427,198.4
-121.99,37.34,27,3353,653,1571,621,5.273,315.6
-121.99,37.34,26,3637,933,2249,905,3.9625,262.9
-121.99,37.33,35,1802,291,841,315,4.8365,313.9
-121.99,37.33,33,2023,425,1016,405,3.9417,285.8
-121.99,37.32,20,4461,864,2042,808,4.7083,217.7
-121.99,37.31,26,3285,502,1443,530,5.7833,339.6
-121.99,37.3,28,4863,901,2110,868,5.1483,342
-121.99,37.29,32,2930,481,1336,481,6.4631,344.1
-121.99,37.27,27,2937,497,1454,511,5.4051,273.5
-121.99,37.27,21,1214,192,500,185,7.598,347.8
-121.99,37.27,17,1527,267,775,260,5.9658,278
-121.99,37.26,29,2718,365,982,339,7.9234,500.001
-121.99,37.26,17,4034,611,1158,560,8.2069,442.5
-121.99,37.25,25,1743,212,604,200,10.7582,500.001
-121.99,37.25,22,4240,532,1480,514,11.2463,500.001
-121.99,37.05,19,2023,392,955,328,5.2486,353
-121.99,36.99,29,3119,507,1476,487,5.8123,281.5
-121.99,36.99,16,1592,369,1039,351,3.6364,207
-121.99,36.98,40,1104,224,669,215,4.3409,256.3
-121.99,36.98,25,2113,422,1365,439,4.6484,234.6
-121.99,36.98,19,5613,1321,3018,1268,3.1914,215.6
-121.99,36.97,15,3044,786,1306,693,2.1771,213.2
-121.99,36.96,42,1275,272,451,200,4.7321,422.4
-122,38.99,39,1548,323,815,286,2.9489,67.5
-122,38.83,26,272,49,194,52,3.4187,98.4
-122,38.41,11,2838,429,1331,426,4.945,298.4
-122,38.38,16,2509,366,1043,339,6.0704,173.4
-122,38.36,34,2735,539,1390,491,2.7262,118.8
-122,38.36,34,1502,282,860,297,3.3438,135.6
-122,38.35,34,432,65,208,71,5.5435,136
-122,38.35,34,1084,187,561,198,4.2115,118.9
-122,38.25,7,11768,1893,6657,1874,4.9222,142.9
-122,38.23,1,2062,343,872,268,5.2636,191.3
-122,38.03,4,2341,408,1235,431,6.0424,165.9
-122,37.99,28,4035,641,1881,659,5.4607,192.3
-122,37.98,36,404,77,237,88,4.525,161.3
-122,37.98,35,1192,201,535,172,4.9219,182
-122,37.98,31,2030,337,867,341,5.0915,193.2
-122,37.97,27,2491,428,1171,431,5.1021,202.8
-122,37.96,32,3364,666,1980,678,3.7,179
-122,37.96,28,4071,713,2033,647,4.5833,190.7
-122,37.95,9,2214,256,848,239,6.8145,339.2
-122,37.84,16,7681,946,2777,908,9.5271,500.001
-122,37.82,20,2206,458,926,432,4.6042,256.4
-122,37.58,6,4405,717,2071,688,5.8151,295.6
-122,37.55,27,6103,1249,3026,1134,4.1591,332.4
-122,37.54,29,4133,744,2023,749,5.1616,275.1
-122,37.54,26,1910,371,852,357,5.8325,298.9
-122,37.51,7,6352,1390,3223,1316,4.9867,181.7
-122,37.4,35,1542,298,1164,318,5.9145,236.9
-122,37.4,17,5121,1017,1470,968,2.9706,81.3
-122,37.4,17,4324,854,1656,885,3.6619,232.4
-122,37.39,36,1236,229,880,247,5.791,239.4
-122,37.39,33,2154,405,1655,434,5.7962,229.8
-122,37.37,16,1434,372,804,361,3.7045,178.1
-122,37.36,25,3534,949,1880,849,3.4238,337
-122,37.36,19,2237,433,1158,426,6.7718,368.3
-122,37.36,17,6012,1737,3539,1625,3.8464,239.4
-122,37.36,17,2070,278,797,275,8.6155,411.2
-122,37.34,31,3344,620,1604,572,5.2108,351.5
-122,37.34,27,1716,290,817,301,5.9158,343.1
-122,37.33,30,4033,794,1788,807,5.6932,338.7
-122,37.32,34,3450,731,1915,689,4.7402,244.5
-122,37.31,33,4211,918,2389,861,4.7235,242.2
-122,37.28,35,3133,541,1449,555,5.7295,346.1
-122,37.28,33,2170,311,854,303,8.3605,500.001
-122,37.28,32,2782,495,1092,455,5.4103,335.9
-122,37.27,33,1664,271,759,272,5.7876,415.8
-122,37.23,36,3191,430,1234,440,9.0704,500.001
-122,37.08,17,4154,739,2149,693,5.5919,373.4
-122,37.06,20,2403,376,1149,369,6.0621,304.4
-122,37,16,32,4,36,5,2.625,137.5
-122,36.98,43,1636,324,792,325,3.5562,239.2
-122,36.98,20,2502,454,981,399,4.3,275
-122,36.93,51,1616,374,608,302,3.1932,400
-122.01,39.74,20,2332,518,1856,495,2.1746,58.7
-122.01,39.21,52,1989,392,985,396,2.5556,75.8
-122.01,39.21,50,1592,372,781,307,2.2679,69.1
-122.01,39.21,39,1214,250,660,249,2.4559,75
-122.01,38.44,12,2344,354,1035,321,4.9773,281.2
-122.01,38.37,16,3996,550,1673,539,5.778,175.7
-122.01,38.36,28,1967,315,734,291,4.9583,146.2
-122.01,38.36,15,476,67,213,73,7.1053,315.2
-122.01,38.36,15,1176,166,485,171,5.9441,228.2
-122.01,38.35,18,4486,723,1600,697,3.8651,189.7
-122.01,38.27,17,9089,1542,4758,1520,4.0619,126.6
-122.01,38.26,12,4132,710,2087,633,4.5987,139.7
-122.01,38.25,16,1081,181,792,184,4.6779,131.3
-122.01,38.25,11,6550,1149,3570,1123,3.8583,137.9
-122.01,37.99,28,1900,401,918,351,3.7841,144.9
-122.01,37.98,34,1256,267,638,252,4.0507,161
-122.01,37.98,29,2001,373,956,370,4.317,194
-122.01,37.98,25,1476,336,777,297,3.5179,165.5
-122.01,37.97,34,3259,498,1250,478,5.3794,206.2
-122.01,37.97,32,3012,527,1288,512,3.6449,211.5
-122.01,37.95,8,3866,539,1555,513,6.0901,298.2
-122.01,37.94,26,1619,224,706,220,6.0704,268
-122.01,37.94,23,3741,501,1339,499,6.7061,322.3
-122.01,37.94,18,2077,298,937,292,6.3809,273.6
-122.01,37.93,25,2652,335,1062,334,7.5898,330.2
-122.01,37.92,18,2808,337,1038,337,8.3956,353.6
-122.01,37.92,16,2638,345,1055,334,8.1163,365.8
-122.01,37.91,21,10093,1269,3645,1219,7.6877,367.7
-122.01,37.83,30,3917,549,1330,544,6.5617,386.6
-122.01,37.59,2,838,295,240,149,2.875,237.5
-122.01,37.57,14,16199,2993,8117,2847,5.8322,281.8
-122.01,37.56,6,3028,778,1531,736,4.4259,158
-122.01,37.56,24,2563,485,1174,501,3.8179,216.1
-122.01,37.55,34,2791,495,1276,468,4.9167,256.3
-122.01,37.55,26,2068,532,1434,495,3.3008,224.2
-122.01,37.54,32,2572,406,1128,395,5,287.6
-122.01,37.53,27,1890,303,889,314,5.7057,287.6
-122.01,37.4,14,4841,1130,813,517,3.7614,137.5
-122.01,37.39,36,1976,361,1348,371,5.6447,252.6
-122.01,37.39,26,2500,962,2374,879,3.5586,222.2
-122.01,37.39,16,3015,829,1769,807,4.0068,249.5
-122.01,37.38,32,726,204,538,203,4.505,230.4
-122.01,37.37,25,2213,360,1066,390,7.2165,360.9
-122.01,37.37,11,2559,694,1309,668,4.1847,167.3
-122.01,37.36,25,2796,429,1267,426,6.6329,349
-122.01,37.36,21,2483,396,1194,424,7.1273,346.3
-122.01,37.36,16,1105,354,499,324,4.2061,253.6
-122.01,37.35,33,2517,496,1158,443,5.0785,289.5
-122.01,37.35,16,3716,916,1551,759,4.5,323.6
-122.01,37.34,31,3080,526,1493,582,6.3052,344.2
-122.01,37.32,32,3108,613,1577,603,4.6613,284
-122.01,37.31,26,1391,241,700,236,6.6766,332.7
-122.01,37.29,31,3136,431,1190,412,7.5,500.001
-122.01,37.28,22,2038,260,773,281,9.1569,500.001
-122.01,37.27,28,3825,473,1415,480,10.675,500.001
-122.01,37.27,27,3340,451,1220,447,8.8178,500.001
-122.01,37.26,14,2561,404,1172,378,7.6107,500.001
-122.01,37.25,31,1574,193,551,191,10.2311,500.001
-122.01,37.18,37,3852,652,1534,567,5.8596,318.7
-122.01,37.06,19,4113,767,2006,732,5.1121,308.1
-122.01,37.03,21,5904,956,2616,916,5.9039,355.3
-122.01,36.99,41,2548,508,1290,488,3.6902,233
-122.01,36.99,28,1321,240,652,239,4.9808,263.1
-122.01,36.98,47,2403,517,1144,455,2.5954,229.4
-122.01,36.98,47,1250,249,607,234,4.0417,265.3
-122.01,36.97,52,920,202,525,264,2.9444,232.8
-122.01,36.97,35,1605,392,743,382,2.5368,240
-122.01,36.95,52,1217,325,508,237,2.0547,326.7
-122.01,36.91,19,691,191,324,167,3.1312,388.5
-122.02,38.38,16,808,137,371,145,6.0767,216.4
-122.02,38.37,16,2495,331,1118,338,6.4894,198
-122.02,38.27,20,2237,464,1169,425,3.2115,99.1
-122.02,38.26,8,2894,602,1566,572,3.6335,131.6
-122.02,38.26,27,3440,787,2085,748,2.5896,104.7
-122.02,38.25,10,2237,454,1255,429,3.1176,126.5
-122.02,38.02,44,1465,247,817,237,4.8693,156.9
-122.02,38,28,2965,533,1591,472,4.6375,178.2
-122.02,37.99,37,2247,416,1237,397,4.45,161.9
-122.02,37.98,40,1797,401,756,369,2.8456,165.5
-122.02,37.98,37,1474,343,782,331,3.4187,161.7
-122.02,37.97,36,2342,436,1191,416,4,171
-122.02,37.95,25,1205,260,608,272,2.4519,208.3
-122.02,37.95,22,3526,510,1660,508,5.6642,237
-122.02,37.94,23,3516,661,1465,623,4.2569,213.1
-122.02,37.94,19,3192,612,1317,594,4.125,267.1
-122.02,37.92,26,5077,640,1872,636,7.4713,351.2
-122.02,37.89,29,6349,858,2450,778,7.5,356.2
-122.02,37.88,16,3031,438,1087,421,7.3732,287.3
-122.02,37.87,14,3056,369,1209,377,8.4352,441.4
-122.02,37.84,34,1879,265,729,263,7.7072,443.8
-122.02,37.8,11,6200,907,2286,896,7.6518,359.3
-122.02,37.63,6,2445,590,1189,573,3.8958,301.1
-122.02,37.6,36,1633,345,1382,338,3.694,159.6
-122.02,37.6,32,1295,280,1156,300,3.5,154.3
-122.02,37.6,31,2155,522,1858,437,2.652,159.8
-122.02,37.58,15,3052,760,2097,728,3.3617,178.1
-122.02,37.56,35,1716,312,914,316,5.5737,214.5
-122.02,37.56,23,4332,857,2461,829,4.3594,223.4
-122.02,37.4,33,2015,484,1285,419,4.0655,226.8
-122.02,37.39,35,2297,497,1428,497,4.7431,239.7
-122.02,37.38,43,1261,317,836,333,4.0911,224.6
-122.02,37.38,32,1889,487,1321,508,3.2574,254.4
-122.02,37.37,8,5686,1489,3250,1329,4.2782,327.7
-122.02,37.36,25,2074,387,1273,383,4.7609,378
-122.02,37.36,24,1709,437,892,408,4.9671,335.2
-122.02,37.36,21,2471,677,1486,689,3.9038,243.8
-122.02,37.35,26,2785,418,1221,422,8.1078,365.7
-122.02,37.35,22,3219,756,1479,667,4.1473,354.4
-122.02,37.35,18,1221,255,507,271,5.3679,228.4
-122.02,37.34,30,1036,151,467,156,6.448,360.6
-122.02,37.34,28,2488,396,1190,410,5.7881,344.7
-122.02,37.34,26,1992,328,980,342,6.2475,350
-122.02,37.31,35,2355,384,1248,378,5.9714,332.5
-122.02,37.31,33,2563,434,1230,418,6.3197,340.1
-122.02,37.3,32,2134,328,903,322,6.359,341.9
-122.02,37.3,26,1983,301,924,297,6.7123,354.6
-122.02,37.29,25,3845,492,1461,475,10.3979,500.001
-122.02,37.29,18,2550,312,999,320,8.7939,500.001
-122.02,37.28,25,3437,428,1198,411,9.3464,500.001
-122.02,37.26,34,1764,243,692,223,8.0331,500.001
-122.02,37.26,24,2411,299,847,299,10.2666,500.001
-122.02,37.24,28,2796,365,1085,363,10.6834,500.001
-122.02,37.11,36,2066,401,942,344,5.2417,196.4
-122.02,37.09,35,1818,368,682,254,4.8611,240
-122.02,36.99,30,2156,487,1023,458,2.7875,245
-122.02,36.98,44,1153,238,657,219,3.2368,212.5
-122.02,36.98,35,1053,263,552,237,2.7125,217.5
-122.02,36.98,21,607,155,226,136,1.9063,166.7
-122.02,36.97,29,2568,747,1743,659,1.9286,195.3
-122.02,36.96,52,775,305,1054,305,2.0172,112.5
-122.03,38.69,23,1796,380,939,330,2.7955,96.3
-122.03,38.3,5,1569,199,713,209,6.6779,223.9
-122.03,38.28,15,5114,833,2418,778,4.4882,144
-122.03,38.27,24,3580,735,1959,731,2.7284,118.5
-122.03,38.26,25,4617,1046,2685,1011,2.9576,108.5
-122.03,38.25,35,1940,384,1177,403,3.1389,101.1
-122.03,38.25,13,3334,541,1923,538,4.0905,134.8
-122.03,38.24,16,1104,164,495,156,5.4074,157.7
-122.03,38,25,3577,581,1753,593,5.7295,178.3
-122.03,37.99,37,1755,327,882,350,4.59,166.6
-122.03,37.99,35,3103,537,1614,566,4.9022,169.3
-122.03,37.98,45,2842,567,1261,535,3.6042,138.2
-122.03,37.98,44,1254,252,498,217,3.4531,148.9
-122.03,37.98,16,1209,477,627,482,1.3894,156.3
-122.03,37.97,45,1613,338,865,336,3.25,151.1
-122.03,37.97,20,3968,931,2629,903,2.9915,166.7
-122.03,37.96,20,2636,691,1142,627,2.1083,162.5
-122.03,37.95,32,1955,313,804,317,4.9485,202.3
-122.03,37.95,14,3287,793,1601,716,3.1719,220.5
-122.03,37.94,21,5541,776,2214,737,5.5777,279.3
-122.03,37.93,21,4712,624,1773,615,6.0918,344.8
-122.03,37.92,23,3318,408,1124,393,6.5847,358.8
-122.03,37.87,21,3521,447,1396,467,8.2673,358.7
-122.03,37.86,29,3025,477,1035,452,6.112,390.6
-122.03,37.86,25,3004,393,1145,376,7.2655,494
-122.03,37.69,20,200,25,83,31,6.5,340
-122.03,37.62,35,2072,352,1001,350,4.7109,198.7
-122.03,37.62,35,1298,236,632,204,3.8929,209.5
-122.03,37.62,32,2964,547,1472,527,4.2468,221.2
-122.03,37.61,37,1383,259,808,241,4.0125,161.4
-122.03,37.61,36,1409,271,1002,281,3.7262,164.9
-122.03,37.59,16,4371,889,2530,817,4.6786,256
-122.03,37.56,31,4981,964,2841,924,4.8962,220.2
-122.03,37.56,24,8444,1492,4446,1491,4.6978,240.3
-122.03,37.55,26,3087,532,1597,483,4.9118,217.3
-122.03,37.55,22,9167,1373,4319,1404,6.992,284.8
-122.03,37.54,6,2918,672,1911,639,4.1406,178.2
-122.03,37.54,35,1867,343,1213,338,4.8214,186
-122.03,37.54,16,4458,856,3038,870,5.0739,208
-122.03,37.53,18,1746,437,1268,404,3.256,183.3
-122.03,37.39,34,2600,650,1994,650,4.0223,250.2
-122.03,37.38,21,2667,798,1433,727,3.8732,252.4
-122.03,37.37,9,2966,770,1430,740,3.0047,256
-122.03,37.37,41,2123,425,1032,435,4.6957,284.8
-122.03,37.37,30,1269,290,556,266,3.8125,325
-122.03,37.37,16,3402,1193,1479,1043,3.5861,500.001
-122.03,37.36,28,2490,345,948,361,6.4913,411.9
-122.03,37.36,16,2697,803,1369,723,4.4699,367.4
-122.03,37.35,25,3095,514,1251,507,5.5388,352.1
-122.03,37.35,19,3811,1227,1930,1153,3.5154,311.4
-122.03,37.34,25,5404,906,2338,883,6.0577,451.8
-122.03,37.34,17,1165,278,598,287,4.0129,342.4
-122.03,37.34,16,1755,410,674,410,5.1602,231.2
-122.03,37.32,15,5132,1059,2156,982,5.6511,404.8
-122.03,37.31,25,2131,410,1132,395,5.3508,409.1
-122.03,37.3,30,3007,554,1551,616,5.8521,326.3
-122.03,37.3,22,3583,758,1792,695,5.4842,335.3
-122.03,37.29,22,3118,438,1147,425,10.3653,500.001
-122.03,37.28,29,3752,468,1320,471,9.8937,500.001
-122.03,37.27,32,4350,645,1551,609,7.8279,500.001
-122.03,37.25,34,2892,413,903,365,7.8711,500.001
-122.03,37.05,12,2010,422,784,407,3.9728,190.9
-122.03,37.03,21,4650,733,2014,704,5.6233,322
-122.03,37,30,2077,342,816,328,5.2078,440.5
-122.03,36.98,37,2817,716,1341,662,2.1553,255.4
-122.03,36.97,52,403,72,200,73,1.6923,262.5
-122.03,36.97,51,924,232,488,228,2.1964,234.4
-122.03,36.97,36,337,69,223,68,3.2404,225
-122.03,36.96,28,1607,421,926,385,2.425,216.1
-122.03,36.96,18,2677,785,1391,656,2.5067,232.6
-122.04,39.72,23,2502,481,1443,455,2.5625,70
-122.04,39.22,27,1446,295,670,281,3.2625,92.8
-122.04,38.68,26,1113,222,689,234,3.0486,83.6
-122.04,38.28,25,3304,493,1464,488,5.2527,130.6
-122.04,38.27,16,8517,1910,4508,1837,3.1853,129.6
-122.04,38.26,34,3082,702,1795,703,2.7885,105.9
-122.04,38.25,52,582,131,241,106,2.4,125
-122.04,38.25,38,1214,244,632,254,2.8438,94.2
-122.04,38.25,37,1176,291,648,271,2.7167,92.2
-122.04,38.25,32,1203,287,571,255,3.0938,110.4
-122.04,38.24,30,2081,456,1005,438,1.9954,92.9
-122.04,38.24,22,2761,757,2612,641,1.6875,87.5
-122.04,38,16,3077,733,1447,709,3.2484,91.1
-122.04,37.99,38,2675,541,1378,480,3.8897,139.9
-122.04,37.99,36,2765,495,1478,441,4.125,136.2
-122.04,37.99,32,1504,279,749,267,3.2,134.5
-122.04,37.97,26,2470,626,1174,573,2.9861,160.9
-122.04,37.96,27,2587,729,1500,623,1.837,175
-122.04,37.96,20,1143,346,578,298,2.2411,151.8
-122.04,37.96,16,2913,723,1705,693,2.9097,106.3
-122.04,37.95,33,1653,334,814,328,3.1406,163.1
-122.04,37.95,29,866,138,341,133,4.7188,197.1
-122.04,37.94,24,5732,873,2444,888,5.6292,231.4
-122.04,37.9,20,5467,1044,2310,963,5.6986,275.8
-122.04,37.89,33,2423,322,998,346,7.5349,349.1
-122.04,37.67,29,1694,251,690,242,6.0501,254.2
-122.04,37.67,18,3000,419,1155,415,6.8233,332.6
-122.04,37.66,23,2419,348,1066,384,6.3501,350
-122.04,37.66,10,2031,357,867,352,5.3169,299.2
-122.04,37.63,33,952,172,369,159,3.2331,226.7
-122.04,37.63,21,1307,236,586,249,4.7813,241.9
-122.04,37.62,35,899,179,455,185,4.2857,190.4
-122.04,37.62,35,657,118,328,134,3.8125,204.2
-122.04,37.62,32,1540,324,793,302,3.2857,193.2
-122.04,37.6,17,3314,638,1873,602,4.3875,238.5
-122.04,37.59,14,1727,302,1116,273,5.3428,243.6
-122.04,37.58,14,14917,2708,8012,2606,5.6277,269.8
-122.04,37.55,23,3170,532,1446,515,4.4357,291.7
-122.04,37.54,26,2145,369,1285,377,4.9464,223.8
-122.04,37.53,34,2316,478,1524,467,3.7364,190.4
-122.04,37.53,25,4458,922,2998,890,3.9667,218.5
-122.04,37.5,17,407,97,307,100,3.1696,156.3
-122.04,37.38,38,2850,550,1518,514,4.2028,273.6
-122.04,37.37,42,1125,273,616,258,3.6765,252.8
-122.04,37.37,33,2757,489,1201,481,5.0453,311.6
-122.04,37.37,23,5135,911,2351,863,5.2319,430.1
-122.04,37.35,28,3250,485,1328,473,7.4729,431.6
-122.04,37.35,28,1582,264,696,270,5.678,370.1
-122.04,37.34,28,3081,460,1260,461,7.5372,432.6
-122.04,37.34,25,1994,287,704,283,7.7799,447.3
-122.04,37.34,23,2590,725,1795,680,3.16,225
-122.04,37.34,20,4475,1048,2271,1021,4.8836,396.2
-122.04,37.34,19,3694,1036,2496,986,3.6991,271.5
-122.04,37.33,26,2690,401,1264,429,7.7643,474.7
-122.04,37.32,27,2826,451,1259,439,5.7528,431.4
-122.04,37.31,29,2476,434,1217,416,6.2045,393.8
-122.04,37.31,24,3388,633,1627,585,5.154,355.1
-122.04,37.3,25,3807,600,1678,600,6.6818,411.3
-122.04,37.3,25,2366,417,1076,398,6.9238,345.9
-122.04,37.29,19,3625,432,1252,409,12.2145,500.001
-122.04,37.26,24,4973,709,1692,696,7.8627,500.001
-122.04,37.24,24,1521,209,539,192,11.1557,500.001
-122.04,37.08,20,467,95,229,86,4.8,261.5
-122.04,37.04,17,4977,994,1987,947,3.8854,312.3
-122.04,36.98,33,797,125,385,133,6.7974,367.6
-122.04,36.97,52,1901,335,955,301,3.8259,253.1
-122.04,36.97,49,792,136,331,137,5.2128,238.6
-122.04,36.97,45,1302,245,621,258,5.1806,266.4
-122.04,36.97,40,1193,227,570,204,4.4659,237.5
-122.04,36.97,30,2695,424,1098,420,5.3972,362.3
-122.04,36.96,44,1294,269,645,259,3.2437,223.9
-122.04,36.96,42,538,107,200,104,2.1667,196.4
-122.04,36.96,42,1149,264,703,232,2.5865,206.4
-122.04,36.96,32,1438,306,802,293,4.1964,202
-122.04,36.95,36,1862,364,1080,364,4.4567,263.8
-122.04,36.95,27,1987,374,961,343,3.9667,265.8
-122.05,39.34,44,1064,230,494,175,2.875,61.5
-122.05,38.56,20,1005,168,457,157,5.679,225
-122.05,38.26,32,1070,199,631,195,2.6827,98.9
-122.05,38.25,39,199,36,101,38,6.2299,105.4
-122.05,38.25,37,1336,251,680,231,3.815,99
-122.05,38,36,2476,472,1213,393,3.7333,136.4
-122.05,38,16,1085,217,356,232,2.3462,75
-122.05,37.97,16,60,10,65,19,6.1359,250
-122.05,37.96,35,2190,384,1154,401,3.8456,159.8
-122.05,37.95,34,1408,277,738,269,4.175,169.4
-122.05,37.95,27,3513,791,1875,694,3.1838,182
-122.05,37.95,22,5175,1213,2804,1091,2.85,144.6
-122.05,37.95,20,563,107,246,123,5.4482,190.8
-122.05,37.94,22,4162,1194,1804,1185,2.5459,179.3
-122.05,37.94,22,2105,354,993,365,4.6602,227.8
-122.05,37.93,5,4274,1153,1503,881,4.0473,266.5
-122.05,37.92,14,12713,2558,4741,2412,4.7094,234.7
-122.05,37.9,32,4498,862,1818,851,4.8088,321.2
-122.05,37.9,32,2676,484,986,473,4.6528,335.7
-122.05,37.9,24,4125,1020,1699,873,2.9526,271
-122.05,37.89,37,1677,269,689,283,4.2625,310.6
-122.05,37.87,30,2296,329,847,322,6.7192,397.5
-122.05,37.68,32,2015,318,1019,340,6.1104,240.7
-122.05,37.68,23,7518,1279,3827,1294,5.1701,216.8
-122.05,37.61,16,1642,346,705,351,2.8971,163.9
-122.05,37.59,15,6243,1273,3163,1274,3.7462,212.5
-122.05,37.57,7,10648,1818,6075,1797,6.1047,278.2
-122.05,37.55,23,4247,835,2357,823,5.1321,211.3
-122.05,37.54,25,4209,731,2568,703,5.2882,223.1
-122.05,37.39,25,347,82,148,77,4.4531,350
-122.05,37.38,29,1875,340,816,350,5.4351,336.5
-122.05,37.38,23,3200,907,2029,866,3.5649,450
-122.05,37.37,35,1365,256,662,262,5.6533,291.4
-122.05,37.37,27,2687,768,1362,725,3.4028,324.2
-122.05,37.36,29,1733,255,679,278,7.5337,406.8
-122.05,37.36,27,2621,513,1063,523,3.9848,409.7
-122.05,37.35,34,2494,375,1399,382,7.3753,388.1
-122.05,37.34,34,2515,401,1079,399,7.7865,423.9
-122.05,37.34,31,1443,215,627,222,6.6087,416.5
-122.05,37.33,21,2052,346,933,351,5.3167,416.3
-122.05,37.33,17,3674,824,1364,694,6.3131,436.4
-122.05,37.31,25,4111,538,1585,568,9.2298,500.001
-122.05,37.11,39,1065,248,497,208,4.5972,146.3
-122.05,36.97,20,2428,473,1145,454,3.6797,263.8
-122.05,36.97,16,3363,611,1603,556,4.2542,294.1
-122.05,36.96,30,971,185,644,173,4.2045,226.5
-122.05,36.87,18,2232,440,1091,458,3.8269,276
-122.06,40.55,17,3057,577,1497,556,3.5189,101
-122.06,40.02,32,1435,277,690,254,2.3043,68.4
-122.06,38.27,14,6920,996,3196,978,5.0672,171.3
-122.06,38.26,36,1248,221,672,222,3.3839,105.9
-122.06,38.25,36,1818,323,953,298,3.3153,99
-122.06,38.25,34,1562,289,898,307,3.3598,107.2
-122.06,37.99,17,1319,316,384,269,1.8229,137.5
-122.06,37.99,16,2445,469,721,474,2.8043,87.5
-122.06,37.96,37,1784,313,788,304,4.2917,189.6
-122.06,37.96,10,7136,1691,2959,1507,3.9816,182
-122.06,37.95,36,2213,386,950,370,4.7386,186.4
-122.06,37.94,19,4005,972,1896,893,2.5268,235.7
-122.06,37.91,15,5393,1422,2133,1288,4.1612,232.8
-122.06,37.9,25,5869,1685,2669,1554,2.6998,216.1
-122.06,37.89,21,4985,1590,2575,1458,3.1002,114.3
-122.06,37.88,34,4781,703,1879,714,6.5378,340.9
-122.06,37.85,17,7475,1556,2092,1449,3.6437,186.5
-122.06,37.77,12,14316,2045,5781,2007,7.2634,341.6
-122.06,37.73,5,3596,467,1738,512,7.0568,412.5
-122.06,37.7,37,1893,310,821,315,4.6005,231.6
-122.06,37.67,22,3882,816,1830,743,4.2733,180.7
-122.06,37.65,33,1227,286,848,291,3.8036,158.2
-122.06,37.64,37,1468,304,1038,282,4.1652,158.2
-122.06,37.64,33,1160,252,729,220,3.8259,146.1
-122.06,37.64,20,1655,450,857,430,3.5541,350
-122.06,37.63,23,1939,356,841,364,3.3611,169.2
-122.06,37.63,12,6711,1374,3388,1289,3.8625,208.9
-122.06,37.6,22,3009,497,1640,514,4.625,235.3
